Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
CG43366,7712,0,3,0,0,0,0
lncRNA:CR44126,849,0,0,0,0,0,0
asRNA:CR46269,1712,0,0,0,0,0,0
CG7882,2266,0,0,0,0,0,0
CG7881,2807,0,2,2,1,0,1
lncRNA:CR44127,350,2,11,7,8,8,10
BubR1,4626,225,355,318,393,452,377
mle,4641,225,333,291,505,552,470
Src42A,7358,863,1244,913,885,975,826
Act42A,1626,1127,1291,1173,1311,1265,1251
Pngl,2670,294,389,290,414,408,390
Strica,2720,38,73,38,175,169,177
SCAP,5110,293,479,369,675,719,595
CG14591,1893,0,1,2,2,2,3
Tbce,2198,70,125,71,100,136,118
asRNA:CR44130,569,0,1,0,0,1,0
CG34211,198,0,0,0,0,0,0
CG34212,358,0,3,0,17,18,0
CCHa2-R,2935,1,2,0,1,1,3
CG7856,2202,0,1,0,3,0,2
lncRNA:CR44131,1001,0,0,0,0,1,0
l(2)k09848,1778,156,211,182,212,214,203
CG7849,1075,29,55,63,53,54,51
SmydA-5,1877,3,1,0,7,0,5
Ars2,3847,535,781,646,884,938,762
EcR,9934,248,407,271,563,596,538
CG14589,882,1,6,6,13,14,6
tRNA:Arg-ACG-1-1,73,1,1,2,3,2,0
tRNA:Lys-CTT-1-1,73,0,1,0,1,2,0
tRNA:Asn-GTT-1-1,74,0,0,0,0,0,0
tRNA:Asn-GTT-1-2,74,0,1,0,0,0,0
tRNA:Asn-GTT-1-3,74,0,1,0,0,0,0
lncRNA:CR43904,943,0,0,0,2,4,3
tRNA:Arg-ACG-1-2,73,1,0,0,0,4,1
tRNA:Asn-GTT-1-4,74,0,0,1,1,0,1
tRNA:Asn-GTT-1-5,74,0,2,0,0,1,0
tRNA:Asn-GTT-1-6,74,0,4,2,0,0,2
tRNA:Lys-CTT-1-2,73,0,1,0,2,3,0
tRNA:Lys-CTT-1-3,73,1,2,0,1,2,0
tRNA:Lys-CTT-1-4,73,1,1,1,0,0,1
tRNA:Ile-AAT-1-1,74,0,4,1,0,2,3
tRNA:Arg-ACG-1-3,73,0,0,0,0,0,0
tRNA:Lys-CTT-1-5,73,0,4,0,0,0,0
tRNA:Arg-ACG-1-4,73,0,0,0,1,0,0
Cyp6w1,2392,6,5,18,53,65,64
tRNA:Arg-ACG-1-5,73,0,0,0,1,0,0
CG8343,631,1,0,0,0,1,2
CG11211,593,0,2,0,0,0,0
Ptr,5956,36,41,20,12,18,15
tRNA:Asn-GTT-1-7,74,0,0,0,0,0,0
tRNA:Asn-GTT-1-8,74,0,0,0,0,0,0
CG30432,880,0,0,0,0,0,0
eIF3f2,1048,0,0,0,0,0,0
CG30431,1849,0,0,0,0,0,0
CG17994,1762,1,0,1,3,5,7
Ttc7,3079,173,289,196,281,274,252
bin3,5942,307,454,380,935,917,730
lncRNA:CR44161,709,10,15,13,33,32,20
tomboy40,1251,8,11,6,29,31,27
Pld,5400,270,352,332,611,636,535
lncRNA:CR46075,664,0,0,0,0,0,1
jing,9322,204,399,303,381,462,362
lncRNA:CR45127,1177,12,8,6,9,11,7
lncRNA:CR43905,1001,3,3,5,1,1,1
CG15233,822,4,4,7,5,5,3
sisRNA:CR46361,172,0,0,0,0,0,0
CG33919,576,0,4,2,11,7,6
Vha16-1,3077,2081,2197,2188,2702,2510,2466
Trap1,2478,450,627,559,521,529,437
Bap170,5316,412,698,645,720,883,662
Fmo-2,1663,366,566,405,271,286,252
Debcl,1724,94,162,124,160,153,116
Opbp,1829,55,103,59,133,115,81
geminin,1061,150,229,195,247,257,224
sced,3299,40,58,56,115,141,88
Dpit47,1417,118,161,134,215,225,187
Adf1,1800,161,247,176,369,364,325
lncRNA:CR45128,708,2,3,0,10,6,3
CG15908,537,25,73,44,51,47,48
CG9410,996,20,42,35,42,69,33
Hsepi,3054,85,133,103,144,148,137
PGAP3,1332,27,57,46,60,54,43
CG17266,908,75,133,103,76,77,63
CG9422,1973,46,78,61,106,100,97
Tdc1,2281,8,17,14,31,31,28
lncRNA:CR44164,599,3,6,5,14,9,14
asRNA:CR44165,1229,1,2,1,12,5,7
CG15909,1465,10,17,5,12,14,12
Tdc2,2303,13,24,20,26,29,17
CG3270,1449,3,5,5,28,15,15
Mob4,1426,161,295,266,287,326,284
Rab2,1712,266,388,316,482,521,509
CG45092,6143,0,0,0,0,0,0
chk,6143,0,0,0,0,0,0
mir-4975,111,0,0,0,0,0,2
lncRNA:CR43611,442,1,5,3,8,11,5
Zip42C.1,1290,0,1,0,1,0,0
Zip42C.2,1278,0,0,0,2,0,0
l(2)01289,9515,21,34,19,0,1,6
phtf,3336,92,134,116,160,202,152
Mccc2,2141,193,234,163,315,302,262
Eb1,2715,567,810,642,825,823,768
CG3420,715,109,174,156,143,147,166
CG9436,1303,124,210,163,235,251,198
Epac,8047,718,1132,810,594,606,395
Cyp6a2,1674,10,24,14,22,17,12
SdhB,1219,236,377,371,365,417,374
CG15237,598,42,74,68,63,66,64
ubl,396,46,61,51,28,43,27
koi,5329,799,1195,984,848,927,831
lncRNA:CR44442,1305,2,5,1,2,2,0
CG15236,4817,2,3,3,1,2,0
CG34215,444,0,0,1,0,0,0
mir-4976,103,0,0,0,0,0,0
CG9445,982,0,0,0,0,1,0
lncRNA:CR44166,550,0,0,0,0,0,0
coro,3345,353,503,393,651,590,537
CG9447,2198,1,6,0,12,23,14
asRNA:CR44169,925,0,0,0,0,0,0
Spn42Da,2665,166,250,197,344,317,383
Spn42Db,1486,3,5,1,13,8,8
Spn42Dc,1704,43,44,31,51,43,66
Spn42Dd,1195,6,3,2,8,7,14
Spn42De,1419,2,0,0,5,2,6
CG30158,3657,0,0,1,0,0,0
CG3358,1250,80,144,114,93,118,90
mim,8677,260,517,398,450,505,413
CheB42b,674,2,3,1,4,4,1
CheB42c,1649,5,5,7,3,0,3
tRNA:Lys-CTT-1-6,73,0,0,0,0,0,0
tRNA:Lys-CTT-1-7,73,0,3,0,0,0,1
tRNA:Lys-CTT-1-8,73,1,2,1,1,2,0
tRNA:Lys-CTT-1-9,73,3,2,0,1,1,0
CheB42a,693,5,5,5,14,13,12
ppk25,1362,13,12,14,25,34,23
Cyp6u1,2027,48,60,30,54,51,42
CG30157,1034,4,8,5,6,9,3
vimar,3470,694,1011,822,520,556,455
lncRNA:CR44170,700,4,8,5,10,9,8
lncRNA:CR44171,801,10,16,15,18,22,14
CG30156,1726,19,38,29,49,38,25
CG17002,1722,248,414,340,393,435,342
Tsp42Ea,2022,14,24,10,52,54,45
CG30159,1566,285,386,338,502,471,466
Tsp42Eb,865,0,0,0,0,0,0
CR42785,450,0,0,0,0,0,0
CG30160,844,0,0,0,0,0,0
Tsp42Ec,1025,27,22,6,29,22,32
Tsp42Ed,1248,132,184,129,217,211,211
Tsp42Ee,1463,1194,1248,1081,873,753,709
CG43646,444,18,24,19,14,9,3
CG43647,441,20,22,9,7,3,4
lncRNA:CR44172,701,0,1,2,0,0,0
Tsp42Ef,1347,189,201,132,151,126,184
Tsp42Eg,1188,3,4,3,3,2,1
Tsp42Eh,1010,0,0,0,0,0,0
Tsp42Ei,1304,0,0,0,0,0,0
CG33914,2115,2,1,1,1,1,1
CR12842,626,3,1,2,3,2,0
Tsp42Ej,1116,11,20,9,16,10,16
Tsp42Ek,1203,3,3,3,5,2,5
Tsp42El,1062,155,189,126,202,172,171
lbm,1098,115,130,104,37,28,42
Tsp42En,1326,3,3,1,0,6,2
Tsp42Ep,2892,7,9,5,14,11,4
Tsp42Eo,889,0,0,0,0,0,0
Pgant3,2884,111,182,135,158,171,127
Tsp42Eq,1077,17,12,8,21,36,29
Tsp42Er,848,1,3,1,13,10,6
CG12836,704,0,3,0,3,1,0
tRNA:Thr-AGT-2-1,74,0,0,0,0,0,0
CG12831,3601,0,1,0,0,0,0
tRNA:Thr-AGT-1-2,74,0,0,0,0,0,0
esn,5992,0,1,0,0,0,0
Cyp9b1,1752,8,25,10,23,20,22
Cyp9b2,1667,9,20,14,13,16,9
lncRNA:CR44443,601,0,0,0,0,0,0
Spn43Aa,1294,0,0,0,0,0,0
CG12828,448,0,0,0,0,0,0
lncRNA:CR44200,300,0,0,0,0,0,0
pk,6748,187,282,229,127,127,121
Spn43Ab,1329,4,28,15,15,16,19
Spn43Ad,1432,6,14,10,8,10,9
nec,1633,22,27,29,12,10,9
CG11060,2312,15,28,14,13,9,10
CG33140,2341,10,17,14,13,12,7
CG30385,1695,2,13,10,10,16,11
CG30384,2302,4,24,12,11,13,7
Or43a,1531,1,3,1,0,1,0
Ady43A,2203,47,59,46,131,138,126
Gadd45,1495,319,274,264,454,462,558
lncRNA:CR45280,2095,2,6,3,1,2,5
CG1850,2403,2,3,0,0,0,0
Br140,5509,234,402,302,405,436,326
Incenp,2838,128,181,165,357,409,333
pwn,5810,5,11,7,2,2,3
CG12164,1554,0,0,2,0,0,1
Dscam1,26496,1691,2676,2724,5212,6114,5476
asRNA:CR45129,1224,26,23,26,50,69,47
asRNA:CR44071,351,0,0,0,0,0,0
cos,4763,55,98,70,112,123,114
Dhx15,2747,357,493,408,542,569,508
Gr43a,1527,11,11,8,12,10,7
Glo1,720,53,90,46,86,68,53
asRNA:CR44201,1199,3,2,1,5,1,3
Eaf,4548,256,432,318,375,432,303
CG11112,676,1,4,1,4,2,4
CG11113,453,3,1,0,5,7,1
CG43123,989,1,1,2,4,10,1
CG43267,358,0,1,0,7,3,3
mir-4977,105,0,0,0,0,0,0
CG1701,952,0,0,0,0,0,0
so,2786,0,1,2,0,0,0
lncRNA:CR44202,432,0,0,0,0,0,0
CG11145,574,0,0,0,0,0,0
lncRNA:CR44203,500,0,0,0,0,0,0
lncRNA:CR44204,801,0,0,0,0,0,0
CG11123,2122,118,177,112,206,187,158
sPLA2,904,0,2,2,4,0,1
CG30503,1842,0,0,0,0,0,0
kappaB-Ras,1905,0,0,0,0,0,0
fa2h,1399,11,20,9,7,6,3
CG11125,2177,20,31,21,91,108,96
lncRNA:CR45320,696,2,2,0,2,0,0
Inos,1986,864,1028,794,869,690,712
CG11141,3499,135,167,116,198,226,227
CG11127,1484,103,151,102,100,129,101
p47,1432,221,292,245,232,206,204
Aldh-III,3593,247,397,365,404,445,373
wech,7991,599,957,791,1282,1581,1219
Coop,1690,23,40,32,86,84,58
asRNA:CR43723,1134,3,2,3,2,5,3
CG1620,2597,130,194,136,278,291,261
dpa,3071,273,427,342,388,379,289
didum,6502,450,675,420,746,820,620
mEFTu2,1711,107,141,113,127,141,109
az2,2006,61,104,80,103,111,83
CG1603,2368,106,154,133,120,139,99
CG1602,1901,32,62,42,62,57,40
PIG-G,2909,190,349,261,318,275,232
Orc1,3152,104,199,162,130,132,99
Drat,2594,177,303,184,518,535,503
lncRNA:CR44209,236,0,0,0,0,0,0
Cyt-b5,917,220,292,238,267,276,244
Gpo2,2379,3,3,4,20,14,12
CG1598,1259,187,260,187,179,211,154
Corin,8926,1,4,1,4,11,2
Rpe,1060,39,93,49,123,124,98
boca,704,57,102,71,86,71,77
Vps13,10480,1336,1924,1810,2378,2571,2272
asRNA:CR45130,1210,0,0,0,0,0,0
blow,2848,5,7,6,24,13,14
CG1360,1757,51,96,68,85,85,56
scra,4447,553,915,723,861,848,628
CG1358,4058,23,24,25,11,14,14
lncRNA:CR44444,809,0,0,1,0,0,0
CG43340,13854,25,29,27,36,35,24
asRNA:CR45131,3670,0,1,0,1,2,0
CG43341,1040,0,0,0,0,0,0
CG17985,1479,25,49,33,59,47,45
Rpt1,1515,453,583,507,498,482,440
CG30491,1414,48,67,60,63,71,74
CG30495,1939,15,20,18,23,22,10
CG1339,1415,3,0,1,1,0,0
CG2070,1381,0,1,1,4,3,0
CG2065,1233,19,27,28,9,0,6
CG2064,1210,237,289,235,74,63,71
DCTN4-p62,1782,114,150,133,132,127,110
CG12826,717,0,0,0,1,1,0
mRpL52,558,70,144,114,78,93,75
CG12107,782,68,133,111,112,115,87
U2A,1001,65,122,97,93,100,71
LRR,7222,1701,2371,2033,2543,2367,2185
Coq9,1577,519,693,481,117,142,98
CG30496,2379,209,283,186,99,96,64
CG34216,1590,10,17,6,1,2,0
tor,3131,118,194,91,15,6,4
CG1941,1682,237,367,233,14,19,15
mir-4909,60,0,0,0,0,0,0
Dgat2,1305,15,11,7,1,1,1
CG1946,1189,3,3,0,1,1,0
Gdap2,5449,365,576,429,516,560,487
CG46385,8656,1591,2345,2241,2114,2417,2161
cn,1790,3,6,7,3,4,1
asRNA:CR45108,2167,1,3,1,4,0,0
CanB2,2061,301,417,320,511,573,503
mir-4980,122,1,0,0,0,0,0
CG12825,585,10,17,8,18,18,18
CG12824,692,2,2,1,3,0,2
Gapdh1,1480,283,354,238,389,359,301
DNApol-zeta,6750,196,317,244,276,261,248
Nop17l,3991,386,512,395,628,625,560
sax,2865,203,370,269,349,379,329
TTLL12,1961,235,339,261,509,470,432
CG1882,2898,242,365,267,364,362,352
cathD,1784,529,679,610,684,604,606
CG30383,966,14,17,14,10,8,6
phr,1969,39,78,42,52,54,40
Prosalpha1,969,0,0,0,0,0,0
CG18853,1157,4,10,12,6,7,10
CG30382,952,0,0,0,0,0,0
CG12822,1522,83,107,58,108,92,96
Atg10,1516,9,4,5,11,16,14
Dgk,6968,85,141,102,77,130,95
CG30377,4078,6,9,4,8,8,1
CG12159,1045,126,199,173,191,198,206
Cul1,4141,592,842,705,816,810,777
Or43b,1412,10,21,15,23,45,29
Kdm4A,2022,47,97,77,133,129,93
MFS12,2420,8,9,2,30,19,12
PIG-X,1195,31,68,47,62,42,37
rnh1,1108,70,87,74,129,131,131
drosha,4290,274,457,347,404,425,371
CG8728,1935,261,365,320,498,515,435
CG30380,459,0,0,0,0,0,0
CG30379,888,0,0,0,0,2,0
CG14764,3155,127,226,173,285,294,219
CG34430,795,3,2,3,13,14,5
CG34431,2551,10,7,3,19,23,16
azot,627,0,0,1,2,4,1
CG30378,1154,2,2,3,5,6,4
CG2906,1591,28,51,31,56,64,54
CG2915,1750,144,221,193,301,300,242
5-Sep,1789,52,116,67,52,40,41
nito,4475,321,459,313,580,550,435
CG14763,1001,1,4,2,3,5,5
CG8726,3470,213,342,244,407,407,335
CSN4,1703,167,234,216,222,246,221
ACC,9067,607,943,730,1287,1258,1118
Nup44A,1379,121,187,156,156,163,124
lncRNA:CR44272,372,0,0,0,0,0,1
Dic3,1001,0,0,0,1,0,0
Hey,1687,0,0,0,0,2,0
CG11191,1459,0,0,0,0,0,0
Odc1,1253,0,0,0,0,0,1
Odc2,1268,0,0,0,0,0,0
CG14762,3801,1,0,1,1,2,2
mir-4981,95,0,0,0,0,0,0
lncRNA:CR45267,7420,0,0,0,0,0,0
lncRNA:CR43724,953,0,0,0,0,0,0
Optix,2801,0,0,0,0,0,0
CG12769,5960,1,3,1,3,5,2
CG17977,966,18,27,22,30,39,27
lig,6258,1777,2309,2178,2486,2513,2205
Vps28,1173,65,105,92,130,135,143
slv,1464,49,84,59,44,49,52
sut1,2412,40,51,35,121,123,105
sut2,1608,4,0,0,9,1,1
sut3,1592,1,1,2,2,1,1
sand,1978,1,1,0,2,5,1
CG8712,1693,35,65,57,54,59,39
Tmem63,2863,274,376,289,376,376,371
Cul4,3409,559,777,601,606,636,512
udd,1352,33,54,40,59,76,75
Asap,5112,364,560,398,532,622,539
Nup50,1907,236,418,375,344,409,301
coil,2091,107,155,123,130,165,147
Socs44A,1840,100,160,128,148,172,163
Pbp49,1970,0,0,0,0,0,0
CG42516,1970,0,0,0,0,0,0
Pabp2,2138,250,369,301,515,482,407
Obp44a,1076,7,13,11,8,5,4
Lpin,5511,581,859,761,573,532,499
kermit,2633,118,205,156,170,201,162
lncRNA:CR44068,1003,1,1,0,0,0,0
CR30374,600,0,0,0,0,0,0
tRNA:Ile-AAT-1-2,74,0,2,0,0,0,0
CG8708,1862,1,2,2,4,5,6
RagC-D,1558,155,257,206,233,260,186
Rs1,2731,320,436,370,441,470,387
CG30373,720,50,81,72,48,43,51
snoRNA:MeU6-C68,99,0,0,0,0,1,0
Gasz,1908,42,75,35,76,81,80
Mlh1,2075,72,106,72,106,116,90
CG14757,739,3,10,13,12,14,7
LRP1,15786,313,524,366,347,320,304
CG14756,819,0,2,0,0,2,2
CG34217,738,0,0,0,0,1,0
dpn,2036,22,26,16,4,2,5
asRNA:CR44275,1501,0,0,0,0,0,0
sisRNA:4,534,0,0,0,0,0,0
sisRNA:CR46360,485,0,1,1,0,0,0
pnut,3027,1632,1802,1559,1166,1198,1034
lncRNA:CR44276,422,1,5,1,1,1,0
lncRNA:CR44445,1105,5,5,6,6,3,3
lncRNA:CR44446,501,3,4,2,2,1,0
CG44439,500,1,3,2,0,0,0
CG14760,1818,1,2,2,1,0,0
CG30369,499,0,0,0,0,0,0
CG14759,643,0,0,0,0,0,0
CG2291,857,0,0,0,0,0,0
CG12126,605,0,0,0,0,0,0
CG30376,941,0,0,0,0,1,0
CG30375,1399,0,0,0,0,0,0
CG30371,1258,0,0,2,0,1,0
lncRNA:CR44280,651,0,0,0,0,0,0
mir-280,95,0,0,0,0,0,0
lncRNA:CR44447,601,0,0,1,0,0,0
lncRNA:CR44448,751,1,1,0,0,0,0
lncRNA:TS18,714,0,1,0,0,0,0
lncRNA:CR44450,301,0,0,0,0,0,0
pdm3,5381,17,38,14,4,5,8
CG11635,935,4,0,1,0,0,0
spaw,2691,0,0,0,0,0,0
hubl,2691,0,0,0,0,0,0
whip,860,0,0,0,0,0,0
cola,2074,0,0,0,0,0,0
swif,2074,0,0,0,0,0,0
boly,1139,3,1,0,0,0,1
CG18449,765,0,0,2,0,1,0
CG2127,1695,0,0,1,0,0,1
CG8701,1070,0,2,2,0,0,0
CG2121,2107,0,0,0,0,0,0
CG43296,445,0,0,0,0,0,0
CSN7,1186,169,270,243,196,213,153
Lcp1,1065,1,1,0,2,1,3
Lcp1Psi,456,1,1,0,2,1,1
Lcp2,927,1,1,1,0,1,4
Lcp3,730,0,1,0,1,0,0
Lcp4,792,0,1,1,0,0,2
Cyp4ad1,1903,3,4,5,1,7,3
Cyp4e2,1897,0,1,5,6,10,5
mir-986,100,0,0,0,1,0,0
Cyp4e1,1772,0,1,0,0,1,1
Mal-A1,1826,69,56,47,20,11,12
Mal-A2,2036,9,11,5,6,4,9
Mal-A3,1795,5,7,1,5,2,2
Mal-A4,1786,11,8,6,2,5,1
Mal-A5,2102,3,8,4,8,7,8
Mal-A6,2291,42,45,28,52,54,40
Mal-A7,2717,8,16,5,1,2,3
Mal-A8,1814,12,8,5,2,2,3
mtt,7539,0,1,0,0,0,0
lncRNA:CR44279,747,0,0,0,0,0,0
CG12780,432,0,1,1,3,1,0
lncRNA:CR45308,510,0,0,0,0,0,0
Cyp6a14,2959,7,1,0,6,6,10
Cyp6a15Psi,1056,0,2,1,4,2,4
Cyp6a13,1649,57,77,53,110,82,97
CG42326,5611,4,4,5,0,0,0
CG14752,540,0,1,1,0,0,0
CG43183,608,0,1,0,0,0,0
CG8736,764,3,7,10,3,3,2
Lnpk,2004,269,418,321,202,172,165
rgr,4244,221,313,297,397,407,303
CG8642,1803,2,1,3,3,4,2
Cirl,8942,2366,3279,3452,5908,5763,5728
Vps25,678,63,92,71,69,71,76
beta3GalTII,1431,18,43,29,34,51,35
Gle1,2287,124,171,136,163,160,143
CG8635,1572,241,349,265,368,364,336
ptc,5521,10,33,19,5,9,7
lncRNA:CR44281,603,0,0,0,0,0,0
Acsl,4902,787,1122,750,996,1028,993
UQCR-11L,443,8,7,7,23,21,25
CG30355,751,9,13,2,24,5,14
tRNA:Leu-CAG-1-1,83,0,0,0,0,0,0
Jon44E,1397,3,0,4,6,5,5
CG8586,2651,0,1,0,0,0,0
CG8738,1629,0,0,0,0,0,0
CG8584,1103,0,0,0,0,0,0
CG12376,2059,0,0,1,0,0,0
CG14744,2675,0,0,0,0,0,0
PGRP-SC1a,588,1,0,0,3,1,2
CG14743,1836,0,1,0,0,0,0
PGRP-SC1b,1649,1,0,0,5,6,2
PGRP-SC2,746,3,6,4,16,11,6
CG14767,2177,391,574,427,812,792,729
CG30357,1525,4,14,7,40,34,21
gcl,2509,151,245,154,230,209,130
snoRNA:gcl-a,161,9,11,5,9,13,10
CG30356,538,0,1,1,5,2,6
stmA,3293,156,254,178,331,324,290
CG8740,5075,13,29,16,0,0,0
CG42615,421,0,2,1,0,0,0
lncRNA:CR44277,332,0,0,0,0,0,0
lncRNA:CR44278,436,0,0,0,0,0,0
CG8746,1141,0,0,0,0,0,0
sns,8694,0,0,1,0,0,0
CG30350,1365,0,0,0,0,0,0
RyR,16405,1,2,1,2,1,5
CG8272,2804,47,73,56,86,102,78
DCTN2-p50,1358,172,260,190,320,290,275
Sec31,4148,453,730,703,756,773,653
asRNA:CR45202,388,0,0,0,0,0,0
ana2,1432,37,76,63,57,46,41
CG13751,377,13,8,15,21,15,18
MrgBP,758,53,110,99,120,123,106
Ggamma1,2773,566,698,564,750,799,806
CCT8,1904,566,683,623,970,898,831
CG30349,2014,278,399,371,470,495,430
CG8252,918,1,4,2,4,10,4
Pgi,2460,168,235,183,386,370,326
lin,3654,116,196,164,241,242,180
CG34219,1111,0,1,1,2,0,1
CG8248,1372,3,10,3,7,11,10
Spt,2119,53,88,52,84,90,86
CG8243,2410,260,344,262,368,351,329
CG8237,1220,47,80,66,83,73,60
AIMP1,1036,149,223,190,190,198,187
PAN2,4051,604,865,682,878,872,820
CG13749,897,10,7,6,15,25,15
FANCI,4523,200,310,204,350,409,295
CG13748,722,0,0,0,0,0,0
lncRNA:CR44273,901,0,0,0,0,0,1
lncRNA:CR44274,801,0,0,0,2,2,2
CG8230,2781,363,486,408,529,523,477
CG33199,1523,0,0,0,2,3,0
CG8229,2288,62,99,71,129,159,127
Tom7,539,91,122,76,85,93,86
babo,5113,792,1078,867,972,1145,915
spab,1203,3,3,4,6,5,3
flz,6637,7,8,1,2,1,0
Np,4195,2,5,1,1,0,2
CG8172,3146,1,0,0,0,0,0
CG13744,1824,1,0,0,0,0,0
CG13747,979,1,0,0,0,0,0
CG8170,3903,0,0,0,0,1,0
Ance-4,2008,0,1,0,0,0,0
PPO2,2280,0,1,1,0,0,1
CG13743,3543,5,4,4,2,0,2
CG8197,1390,0,0,0,0,0,0
ana,2611,0,0,0,0,0,1
asRNA:CR45924,794,0,0,0,0,0,0
CNT2,2115,8,4,6,7,6,10
CNT1,2819,3,7,5,12,15,12
CG13742,2527,89,102,71,121,123,102
Dbp45A,1670,170,267,210,279,264,198
CG8080,1864,6,16,10,29,30,26
CG13741,1933,2,2,1,0,1,1
Uhg4,491,63,82,51,111,127,111
snoRNA:Psi28S-2949,155,6,13,4,16,19,21
snoRNA:Or-aca5,148,63,56,39,87,73,74
snoRNA:Me28S-G3255a,85,2,1,0,5,8,4
snoRNA:Me28S-A982a,77,3,2,1,2,9,0
snoRNA:Me28S-A982b,77,3,6,2,6,7,6
snoRNA:Me28S-G3255b,82,2,0,0,4,3,4
CG8078,1487,44,56,51,64,61,41
snoRNA:Or-CD2,140,0,0,0,0,0,0
CG8777,3791,116,163,118,219,231,205
Vang,3492,276,449,316,436,471,383
Pgm2a,2443,325,516,427,549,530,429
tsu,691,81,117,108,87,116,94
Mys45A,2385,317,465,353,485,462,429
Phax,1591,63,122,91,112,104,91
Su(var)2-10,5039,420,703,551,774,907,676
GstE13,1061,47,58,45,101,104,93
CG18659,4122,392,539,427,474,436,429
Hydr1,2742,90,145,110,150,130,90
alc,1544,105,193,143,302,324,291
CG44286,2471,0,1,1,0,0,5
CG8788,1905,0,0,0,0,0,0
shrb,1267,332,538,394,581,661,648
Prp38,1196,103,171,135,126,136,117
CG30344,2147,119,147,141,267,279,255
CG30345,2217,186,291,275,675,651,605
CG8008,2748,51,64,53,166,150,136
lncRNA:CR44283,515,1,1,1,2,5,1
CG8046,2325,2,9,8,29,17,9
Rad51D,1918,8,15,8,19,20,13
CG42382,885,0,0,0,0,0,0
Rme-8,7771,1370,2027,1743,1304,1340,1214
Rab32,4081,364,575,397,211,236,216
lncRNA:CR44284,1101,14,22,16,15,18,18
CG8026,3003,4,4,2,5,3,12
CG45085,2926,0,0,0,0,0,0
unpg,1690,0,0,0,0,0,0
CG8027,2597,45,56,45,70,66,51
VhaAC45,2013,461,622,530,873,885,837
lncRNA:CR45309,620,1,2,1,2,0,0
lncRNA:CR44451,1051,0,0,0,0,0,0
hig,4332,0,1,0,0,0,1
Cyp4p2,1777,2,6,2,1,0,0
Cyp4p1,1680,0,1,3,1,0,0
Cyp4p3,1667,0,0,0,0,0,0
CG30343,1235,6,17,6,6,8,6
Pkn,8540,283,426,326,620,596,536
CG34141,2934,4,9,10,31,29,18
asRNA:CR45132,522,2,2,1,5,6,7
CG2063,1195,109,167,139,139,131,121
CG1968,2087,158,189,161,242,214,225
Mad1,2439,193,356,326,235,246,233
Drep2,6902,35,32,30,26,24,15
Myd88,3613,355,534,469,645,726,566
CG13739,8117,0,0,0,1,2,0
CG13954,7700,0,0,0,1,2,1
lncRNA:CR45918,2909,0,0,0,0,0,1
mir-987,94,0,0,0,0,0,0
Or45a,3461,0,0,0,1,0,0
CG12158,279,0,0,0,0,0,0
l(2)03659,4499,7,6,3,10,13,10
CG8800,759,0,0,0,5,6,7
Non1,2276,1052,1221,1212,2040,1791,1913
l(2)k10201,820,16,30,27,18,15,25
CG33774,310,28,39,36,16,25,16
wun,2181,242,318,218,362,412,378
wun2,2211,708,829,653,779,707,757
CG13955,1493,1,1,3,0,1,0
prel,1550,136,195,167,357,317,302
Pdk,3164,131,217,154,230,240,225
ced-6,3022,18,27,19,62,81,71
lncRNA:CR45321,351,0,0,1,0,0,0
Camta,10086,421,699,564,809,1006,848
CG33758,537,8,16,7,16,11,15
CG33757,537,2,7,7,8,14,18
Wnt2,2240,1,5,1,2,1,0
brp,13350,29,38,17,40,67,55
CG1888,5704,119,198,129,177,155,146
lncRNA:CR43651,1097,84,149,115,298,268,260
mir-14,63,0,0,0,0,0,0
asRNA:CR45281,5936,11,25,12,27,28,24
Or45b,1191,0,0,0,0,0,0
Alp6,1686,0,0,0,0,0,0
Not1,10916,3315,4666,4417,4702,4877,4586
CG1814,2060,69,105,73,114,142,104
lncRNA:CR46257,367,0,0,0,0,0,0
Smyd4-1,2439,89,141,115,132,151,111
Updo,1299,135,217,194,163,165,120
CG12929,551,11,31,30,7,16,12
RpL31,613,386,429,385,531,461,486
clos,5621,20,46,21,64,66,56
CG1827,1341,99,130,116,205,224,194
Map60,1814,114,180,179,181,210,159
CG1902,1897,465,678,449,634,582,513
CG30338,1039,26,24,17,15,8,12
CG30340,1232,6,10,1,21,11,16
CG30339,1023,5,5,7,12,16,9
lncRNA:CR44285,232,0,4,1,1,2,0
GstT1,997,104,176,126,182,155,146
GstT2,887,11,32,17,54,54,34
CG12926,1347,103,148,90,102,104,65
asRNA:CR44069,1351,0,5,5,2,0,3
Mmp2,5065,184,295,193,11,8,13
mir-307b,120,0,1,0,0,0,0
mir-307a,88,0,0,0,0,0,0
lncRNA:CR44070,618,2,7,4,0,0,0
tRNA:iMet-CAT-2-1,72,1,1,0,1,0,0
Uba1,4343,1739,2132,1982,2133,2100,1803
CG30002,1572,0,0,0,0,0,0
CG1773,1123,0,1,0,0,0,0
CG10459,1187,0,0,0,0,0,1
lncRNA:CR44292,1487,1,1,1,1,1,0
dap,2530,233,345,266,382,457,402
sqa,6458,18,29,24,8,5,9
CheA46a,534,0,0,0,0,0,0
trpl,3893,0,0,1,0,1,0
CG1690,1708,0,0,0,0,0,0
asRNA:CR44205,1167,0,0,0,0,0,0
CG1688,4116,3,0,1,1,0,0
asRNA:CR44207,1204,0,0,0,0,0,0
lncRNA:CR44208,2695,0,0,0,0,0,0
